stock_id,name,market,industry,isin,listed_date,is_emerging
0050.TW,元大台灣50,上市,,TW0000050004,2003/06/30,0
0051.TW,元大中型100,上市,,TW0000051002,2006/08/31,0
0052.TW,富邦科技,上市,,TW0000052000,2006/09/12,0
0053.TW,元大電子,上市,,TW0000053008,2007/07/16,0
0055.TW,元大MSCI金融,上市,,TW0000055003,2007/07/16,0
0056.TW,元大高股息,上市,,TW0000056001,2007/12/26,0
0057.TW,富邦摩台,上市,,TW0000057009,2008/02/27,0
0061.TW,元大寶滬深,上市,,TW0000061001,2009/08/17,0
006201.TWO,元大富櫃50,上櫃,,TW0000062017,2011/01/27,0
006203.TW,元大MSCI台灣,上市,,TW0000062033,2011/05/12,0
006204.TW,永豐臺灣加權,上市,,TW0000062041,2011/09/28,0
006205.TW,富邦上証,上市,,TW0000062058,2011/09/26,0
006206.TW,元大上證50,上市,,TW0000062066,2012/05/11,0
006207.TW,復華滬深,上市,,TW0000062074,2012/06/22,0
006208.TW,富邦台50,上市,,TW0000062082,2012/07/17,0
00636.TW,國泰中國A50,上市,,TW0000063601,2015/04/01,0
00639.TW,富邦深100,上市,,TW0000063908,2015/06/09,0
00643.TW,群益深証中小,上市,,TW0000064302,2015/12/02,0
00645.TW,富邦日本,上市,,TW0000064500,2015/11/06,0
00646.TW,元大S&P500,上市,,TW0000064609,2015/12/14,0
00652.TW,富邦印度,上市,,TW0000065200,2016/03/29,0
00657.TW,國泰日經225,上市,,TW0000065705,2016/05/09,0
00660.TW,元大歐洲50,上市,,TW0000066000,2016/07/15,0
00661.TW,元大日經225,上市,,TW0000066109,2016/07/15,0
00662.TW,富邦NASDAQ,上市,,TW0000066208,2016/06/24,0
00668.TW,國泰美國道瓊,上市,,TW0000066802,2016/10/17,0
00678.TW,群益那斯達克生技,上市,,TW0000067800,2017/01/09,0
00690.TW,兆豐藍籌30,上市,,TW0000069004,2017/03/31,0
00692.TW,富邦公司治理,上市,,TW0000069202,2017/05/17,0
00700.TW,富邦恒生國企,上市,,TW0000070002,2017/07/21,0
00701.TW,國泰股利精選30,上市,,TW0000070101,2017/08/17,0
00702.TW,國泰標普低波高息,上市,,TW0000070200,2017/08/17,0
00703.TW,台新MSCI中國,上市,,TW0000070309,2017/08/10,0
00709.TW,富邦歐洲,上市,,TW0000070903,2017/08/15,0
00712.TW,復華富時不動產,上市,,TW0000071208,2017/08/21,0
00713.TW,元大台灣高息低波,上市,,TW0000071307,2017/09/27,0
00714.TW,群益道瓊美國地產,上市,,TW0000071406,2017/10/27,0
00717.TW,富邦美國特別股,上市,,TW0000071703,2017/11/29,0
00728.TW,第一金工業30,上市,,TW0000072800,2018/04/18,0
00730.TW,富邦臺灣優質高息,上市,,TW0000073006,2018/02/08,0
00731.TW,復華富時高息低波,上市,,TW0000073105,2018/04/20,0
00733.TW,富邦臺灣中小,上市,,TW0000073303,2018/05/17,0
00735.TW,國泰臺韓科技,上市,,TW0000073501,2018/06/11,0
00736.TW,國泰新興市場,上市,,TW0000073600,2018/06/11,0
00737.TW,國泰AI機器人,上市,,TW0000073709,2018/06/11,0
00739.TW,元大MSCI A股,上市,,TW0000073907,2018/06/27,0
00752.TW,中信中國50,上市,,TW0000075209,2018/10/31,0
00757.TW,統一FANG+,上市,,TW0000075704,2018/12/06,0
00762.TW,元大全球AI,上市,,TW0000076207,2019/01/23,0
00770.TW,國泰北美科技,上市,,TW0000077007,2019/01/29,0
00771.TW,元大US高息特別股,上市,,TW0000077106,2019/05/16,0
00783.TW,富邦中証500,上市,,TW0000078302,2019/03/27,0
00830.TW,國泰費城半導體,上市,,TW0000083005,2019/05/03,0
00850.TW,元大臺灣ESG永續,上市,,TW0000085000,2019/08/23,0
00851.TW,台新全球AI,上市,,TW0000085109,2019/08/12,0
00858.TWO,永豐美國500大,上櫃,,TW0000085802,2019/09/30,0
00861.TW,元大全球未來通訊,上市,,TW0000086107,2019/11/19,0
00875.TW,國泰網路資安,上市,,TW0000087501,2020/03/30,0
00876.TW,元大全球5G,上市,,TW0000087600,2020/07/07,0
00877.TWO,復華中國5G,上櫃,,TW0000087709,2020/07/22,0
00878.TW,國泰永續高股息,上市,,TW0000087808,2020/07/20,0
00881.TW,國泰台灣科技龍頭,上市,,TW0000088103,2020/12/10,0
00882.TW,中信中國高股息,上市,,TW0000088202,2021/02/04,0
00885.TW,富邦越南,上市,,TW0000088509,2021/04/19,0
00886.TWO,永豐美國科技,上櫃,,TW0000088608,2021/03/31,0
00887.TWO,永豐中國科技50大,上櫃,,TW0000088707,2021/03/31,0
00888.TWO,永豐台灣ESG,上櫃,,TW0000088806,2021/03/31,0
00891.TW,中信關鍵半導體,上市,,TW0000089101,2021/05/28,0
00892.TW,富邦台灣半導體,上市,,TW0000089200,2021/06/10,0
00893.TW,國泰智能電動車,上市,,TW0000089309,2021/07/01,0
00894.TW,中信小資高價30,上市,,TW0000089408,2021/08/13,0
00895.TW,富邦未來車,上市,,TW0000089507,2021/08/12,0
00896.TW,中信綠能及電動車,上市,,TW0000089606,2021/09/16,0
00897.TW,富邦基因免疫生技,上市,,TW0000089705,2021/10/04,0
00898.TW,國泰基因免疫革命,上市,,TW0000089804,2021/11/22,0
00899.TW,FT潔淨能源,上市,,TW0000089903,2022/01/21,0
00900.TW,富邦特選高股息30,上市,,TW0000090000,2021/12/22,0
00901.TW,永豐智能車供應鏈,上市,,TW0000090109,2021/12/15,0
00902.TW,中信電池及儲能,上市,,TW0000090208,2022/01/25,0
00903.TW,富邦元宇宙,上市,,TW0000090307,2022/01/24,0
00904.TW,新光臺灣半導體30,上市,,TW0000090406,2022/03/07,0
00905.TW,FT臺灣SMART,上市,,TW0000090505,2022/04/21,0
00907.TW,永豐優息存股,上市,,TW0000090703,2022/05/24,0
00908.TW,富邦入息REITs+,上市,,TW0000090802,2022/05/20,0
00909.TW,國泰數位支付服務,上市,,TW0000090901,2022/07/13,0
00910.TW,第一金太空衛星,上市,,TW0000091008,2022/07/20,0
00911.TW,兆豐洲際半導體,上市,,TW0000091107,2022/06/27,0
00912.TW,中信臺灣智慧50,上市,,TW0000091206,2022/06/29,0
00913.TW,兆豐台灣晶圓製造,上市,,TW0000091305,2022/08/08,0
00915.TW,凱基優選高股息30,上市,,TW0000091503,2022/08/09,0
00916.TW,國泰全球品牌50,上市,,TW0000091602,2022/09/26,0
00917.TW,中信特選金融,上市,,TW0000091701,2022/08/26,0
00918.TW,大華優利高填息30,上市,,TW0000091800,2022/11/24,0
00919.TW,群益台灣精選高息,上市,,TW0000091909,2022/10/20,0
00920.TW,富邦ESG綠色電力,上市,,TW0000092006,2022/10/20,0
00921.TW,兆豐龍頭等權重,上市,,TW0000092105,2023/01/13,0
00922.TW,國泰台灣領袖50,上市,,TW0000092204,2023/03/27,0
00923.TW,群益台ESG低碳50,上市,,TW0000092303,2023/03/08,0
00924.TW,復華S&P500成長,上市,,TW0000092402,2023/04/26,0
00926.TW,凱基全球菁英55,上市,,TW0000092600,2023/06/02,0
00927.TW,群益半導體收益,上市,,TW0000092709,2023/06/06,0
00928.TWO,中信上櫃ESG 30,上櫃,,TW0000092808,2023/05/24,0
00929.TW,復華台灣科技優息,上市,,TW0000092907,2023/06/09,0
00930.TW,永豐ESG低碳高息,上市,,TW0000093004,2023/07/13,0
00932.TW,兆豐永續高息等權,上市,,TW0000093202,2023/09/01,0
00934.TW,中信成長高股息,上市,,TW0000093400,2023/11/01,0
00935.TW,野村臺灣新科技50,上市,,TW0000093509,2023/11/01,0
00936.TW,台新永續高息中小,上市,,TW0000093608,2023/11/08,0
00938.TW,凱基優選30,上市,,TW0000093806,2024/10/23,0
00939.TW,統一台灣高息動能,上市,,TW0000093905,2024/03/20,0
00940.TW,元大台灣價值高息,上市,,TW0000094002,2024/04/01,0
00941.TW,中信上游半導體,上市,,TW0000094101,2024/03/15,0
00943.TW,兆豐電子高息等權,上市,,TW0000094309,2024/05/20,0
00944.TW,野村趨勢動能高息,上市,,TW0000094408,2024/05/09,0
00946.TW,群益科技高息成長,上市,,TW0000094606,2024/05/09,0
00947.TW,台新臺灣IC設計,上市,,TW0000094705,2024/06/12,0
00949.TW,復華日本龍頭,上市,,TW0000094903,2024/07/01,0
00951.TW,台新日本半導體,上市,,TW0000095108,2024/07/25,0
00952.TW,凱基台灣AI50,上市,,TW0000095207,2024/09/05,0
00954.TW,中信日本半導體,上市,,TW0000095405,2024/08/20,0
00955.TWO,中信日本商社,上櫃,,TW0000095504,2024/08/20,0
00956.TW,中信日經高股息,上市,,TW0000095603,2024/08/20,0
00960.TW,野村全球航運龍頭,上市,,TW0000096007,2024/09/20,0
00961.TW,FT臺灣永續高息,上市,,TW0000096106,2024/10/15,0
00962.TW,台新AI優息動能,上市,,TW0000096205,2024/12/06,0
00963.TW,中信全球高股息,上市,,TW0000096304,2024/11/14,0
00964.TW,中信亞太高股息,上市,,TW0000096403,2024/11/14,0
00965.TW,元大航太防衛科技,上市,,TW0000096502,2024/11/26,0
00971.TW,野村美國研發龍頭,上市,,TW0000097104,2025/01/09,0
00972.TW,野村日本動能高息,上市,,TW0000097203,2025/01/09,0
009800.TW,中信NASDAQ,上市,,TW0000098003,2025/02/11,0
009801.TW,中信美國創新科技,上市,,TW0000098011,2025/02/11,0
009802.TW,富邦旗艦50,上市,,TW0000098029,2025/03/19,0
009803.TW,玉山市值動能50,上市,,TW0000098037,2025/03/13,0
009804.TW,聯邦台精彩50,上市,,TW0000098045,2025/04/16,0
009805.TW,新光美國電力基建,上市,,TW0000098052,2025/05/13,0
009806.TWO,台新標普500,上櫃,,TW0000098060,2025/05/28,0
009807.TWO,台新標普科技精選,上櫃,,TW0000098078,2025/05/28,0
009808.TW,華南永昌優選50,上市,,TW0000098086,2025/05/16,0
009809.TW,富邦淨零ESG50,上市,,TW0000098094,2025/10/14,0
009810.TW,玉山全球藍籌100,上市,,TW0000098102,2025/07/16,0
009811.TW,統一美國50,上市,,TW0000098110,2025/07/29,0
009812.TW,野村日本東證,上市,,TW0000098128,2025/09/18,0
009813.TW,貝萊德標普卓越50,上市,,TW0000098136,2025/10/20,0
009814.TWO,富邦標普500,上櫃,,TW0000098144,2025/12/19,0
009815.TWO,大華美國MAG7+,上櫃,,TW0000098151,2026/01/26,0
009816.TW,凱基台灣TOP50,上市,,TW0000098169,2026/02/03,0
009817.TW,國泰日本不動產,上市,,TW0000098177,2026/02/06,0
009818.TW,華南永昌NASDAQxT,上市,,TW0000098185,2026/03/23,0
009819.TW,中信數據及電力,上市,,TW0000098193,2026/04/23,0
009820.TW,元大納斯達克精選,上市,,TW0000098201,2026/04/23,0
009822.TWO,華南永昌未來金融,上櫃,,TW0000098227,2026/06/03,0
1101.TW,台泥,上市,水泥工業,TW0001101004,1962/02/09,0
1102.TW,亞泥,上市,水泥工業,TW0001102002,1962/06/08,0
1103.TW,嘉泥,上市,水泥工業,TW0001103000,1969/11/14,0
1104.TW,環泥,上市,水泥工業,TW0001104008,1971/02/01,0
1108.TW,幸福,上市,水泥工業,TW0001108009,1990/06/06,0
1109.TW,信大,上市,水泥工業,TW0001109007,1991/12/05,0
1110.TW,東泥,上市,水泥工業,TW0001110005,1994/10/22,0
1201.TW,味全,上市,食品工業,TW0001201002,1962/02/09,0
1203.TW,味王,上市,食品工業,TW0001203008,1964/08/24,0
1210.TW,大成,上市,食品工業,TW0001210003,1978/05/20,0
1213.TW,大飲,上市,食品工業,TW0001213007,1981/04/10,0
1215.TW,卜蜂,上市,食品工業,TW0001215002,1987/07/27,0
1216.TW,統一,上市,食品工業,TW0001216000,1987/12/28,0
1217.TW,愛之味,上市,食品工業,TW0001217008,1989/10/28,0
1218.TW,泰山,上市,食品工業,TW0001218006,1989/11/11,0
1219.TW,福壽,上市,食品工業,TW0001219004,1990/12/01,0
1220.TW,台榮,上市,食品工業,TW0001220002,1991/11/20,0
1225.TW,福懋油,上市,食品工業,TW0001225001,1993/09/27,0
1227.TW,佳格,上市,食品工業,TW0001227007,1994/04/09,0
1229.TW,聯華,上市,食品工業,TW0001229003,1976/07/19,0
1231.TW,聯華食,上市,食品工業,TW0001231009,1995/11/02,0
1232.TW,大統益,上市,食品工業,TW0001232007,1996/02/09,0
1233.TW,天仁,上市,食品工業,TW0001233005,1999/01/20,0
1234.TW,黑松,上市,食品工業,TW0001234003,1999/03/12,0
1235.TW,興泰,上市,食品工業,TW0001235000,2000/09/11,0
1236.TW,宏亞,上市,食品工業,TW0001236008,2001/09/17,0
1240.TWO,茂生農經,上櫃,農業科技業,TW0001240000,2018/08/08,0
1256.TW,鮮活果汁-KY,上市,食品工業,KYG858681003,2016/03/17,0
1259.TWO,安心,上櫃,觀光餐旅,TW0001259000,2011/12/15,0
1260.TWO,富味鄉,興櫃,食品工業,TW0001260008,2012/11/26,1
1264.TWO,德麥,上櫃,食品工業,TW0001264000,2015/04/09,0
1268.TWO,漢來美食,上櫃,觀光餐旅,TW0001268001,2017/09/27,0
1269.TWO,乾杯,興櫃,觀光餐旅,TW0001269009,2016/08/29,1
1271.TWO,晨暉生技,興櫃,生技醫療業,TW0001271005,2021/01/18,1
1293.TWO,利統,興櫃,食品工業,TW0001293009,2021/10/29,1
1294.TWO,漢田生技,上櫃,食品工業,TW0001294007,2024/09/26,0
1295.TWO,生合,上櫃,食品工業,TW0001295004,2025/05/27,0
1301.TW,台塑,上市,塑膠工業,TW0001301000,1964/07/27,0
1303.TW,南亞,上市,塑膠工業,TW0001303006,1967/11/05,0
1304.TW,台聚,上市,塑膠工業,TW0001304004,1972/05/20,0
1305.TW,華夏,上市,塑膠工業,TW0001305001,1973/03/05,0
1307.TW,三芳,上市,塑膠工業,TW0001307007,1985/11/23,0
1308.TW,亞聚,上市,塑膠工業,TW0001308005,1986/06/20,0
1309.TW,台達化,上市,塑膠工業,TW0001309003,1986/06/27,0
1310.TW,台苯,上市,塑膠工業,TW0001310001,1987/08/06,0
1312.TW,國喬,上市,塑膠工業,TW0001312007,1988/12/21,0
1313.TW,聯成,上市,塑膠工業,TW0001313005,1989/03/27,0
1314.TW,中石化,上市,塑膠工業,TW0001314003,1991/07/12,0
1315.TW,達新,上市,塑膠工業,TW0001315000,1992/05/09,0
1316.TW,上曜,上市,建材營造業,TW0001316008,1992/10/15,0
1319.TW,東陽,上市,汽車工業,TW0001319002,1994/12/12,0
1321.TW,大洋,上市,塑膠工業,TW0001321008,1999/01/26,0
1323.TW,永裕,上市,塑膠工業,TW0001323004,2000/09/11,0
1324.TW,地球,上市,塑膠工業,TW0001324002,2000/09/11,0
1325.TW,恆大,上市,塑膠工業,TW0001325009,2000/09/11,0
1326.TW,台化,上市,塑膠工業,TW0001326007,1984/12/20,0
1336.TWO,台翰,上櫃,電子零組件業,TW0001336006,2007/11/02,0
1337.TW,再生-KY,上市,塑膠工業,KYG0539R1039,2011/07/01,0
1338.TW,廣華-KY,上市,汽車工業,KYG451001070,2012/12/19,0
1339.TW,昭輝,上市,汽車工業,TW0001339000,2012/04/24,0
1340.TW,勝悅-KY,上市,塑膠工業,KYG935971054,2013/12/06,0
1341.TW,富林-KY,上市,塑膠工業,KYG3730M1050,2018/12/24,0
1342.TW,八貫,上市,其他業,TW0001342004,2020/11/24,0
1343.TWO,旭東環保,興櫃,綠能環保,TW0001343002,2021/03/25,1
1402.TW,遠東新,上市,紡織纖維,TW0001402006,1967/04/14,0
1409.TW,新纖,上市,紡織纖維,TW0001409001,1973/08/31,0
1410.TW,南染,上市,紡織纖維,TW0001410009,1973/10/18,0
1413.TW,宏洲,上市,紡織纖維,TW0001413003,1975/12/23,0
1414.TW,東和,上市,紡織纖維,TW0001414001,1976/02/02,0
1416.TW,廣豐,上市,其他業,TW0001416006,1976/04/20,0
1417.TW,嘉裕,上市,紡織纖維,TW0001417004,1976/12/28,0
1418.TW,東華,上市,紡織纖維,TW0001418002,1977/02/14,0
1419.TW,新紡,上市,紡織纖維,TW0001419000,1977/03/14,0
1423.TW,利華,上市,紡織纖維,TW0001423002,1979/04/02,0
1432.TW,大魯閣,上市,運動休閒,TW0001432003,1982/07/26,0
1434.TW,福懋,上市,紡織纖維,TW0001434009,1985/12/24,0
1435.TW,中福,上市,其他業,TW0001435006,1987/12/28,0
1436.TW,華友聯,上市,建材營造業,TW0001436004,1988/04/11,0
1437.TW,勤益控,上市,其他業,TW0001437002,1988/11/10,0
1438.TW,三地開發,上市,建材營造業,TW0001438000,1988/12/15,0
1439.TW,雋揚,上市,建材營造業,TW0001439008,1989/05/22,0
1440.TW,南紡,上市,紡織纖維,TW0001440006,1989/10/03,0
1441.TW,大東,上市,紡織纖維,TW0001441004,1989/10/27,0
1442.TW,名軒,上市,建材營造業,TW0001442002,1989/11/16,0
1443.TW,立益物流,上市,其他業,TW0001443000,1990/04/21,0
1444.TW,力麗,上市,紡織纖維,TW0001444008,1990/08/08,0
1445.TW,大宇,上市,紡織纖維,TW0001445005,1991/02/05,0
1446.TW,宏和,上市,紡織纖維,TW0001446003,1991/10/15,0
1447.TW,力鵬,上市,紡織纖維,TW0001447001,1992/01/28,0
1449.TW,佳和,上市,紡織纖維,TW0001449007,1992/03/12,0
1451.TW,年興,上市,紡織纖維,TW0001451003,1992/12/21,0
1452.TW,宏益,上市,紡織纖維,TW0001452001,1992/12/28,0
1453.TW,大將,上市,建材營造業,TW0001453009,1993/04/19,0
1454.TW,台富,上市,紡織纖維,TW0001454007,1993/05/07,0
1455.TW,集盛,上市,紡織纖維,TW0001455004,1993/10/07,0
1456.TW,怡華,上市,建材營造業,TW0001456002,1993/12/09,0
1457.TW,宜進,上市,紡織纖維,TW0001457000,1994/10/20,0
1459.TW,聯發,上市,紡織纖維,TW0001459006,1994/10/26,0
1460.TW,宏遠,上市,紡織纖維,TW0001460004,1995/04/28,0
1463.TW,強盛新,上市,紡織纖維,TW0001463008,1996/12/05,0
1464.TW,得力,上市,紡織纖維,TW0001464006,1997/01/18,0
1465.TW,偉全,上市,紡織纖維,TW0001465003,1997/09/08,0
1466.TW,聚隆,上市,紡織纖維,TW0001466001,1998/04/04,0
1467.TW,南緯,上市,紡織纖維,TW0001467009,1998/12/21,0
1468.TW,昶和,上市,紡織纖維,TW0001468007,1999/01/21,0
1470.TW,大統新創,上市,紡織纖維,TW0001470003,1999/05/21,0
1471.TW,首利,上市,電子零組件業,TW0001471001,2000/03/06,0
1472.TW,三洋實業,上市,建材營造業,TW0001472009,2000/09/11,0
1473.TW,台南,上市,紡織纖維,TW0001473007,2000/09/11,0
1474.TW,弘裕,上市,紡織纖維,TW0001474005,2000/10/31,0
1475.TW,業旺,上市,紡織纖維,TW0001475002,2000/10/27,0
1476.TW,儒鴻,上市,紡織纖維,TW0001476000,2001/04/18,0
1477.TW,聚陽,上市,紡織纖維,TW0001477008,2003/01/21,0
1480.TWO,東盟開發,興櫃,鋼鐵工業,TW0001480002,2023/10/27,1
1503.TW,士電,上市,電機機械,TW0001503001,1969/12/15,0
1504.TW,東元,上市,電機機械,TW0001504009,1973/11/05,0
1506.TW,正道,上市,電機機械,TW0001506004,1980/08/11,0
1512.TW,瑞利,上市,汽車工業,TW0001512002,1994/01/28,0
1513.TW,中興電,上市,電機機械,TW0001513000,1994/03/08,0
1514.TW,亞力,上市,電機機械,TW0001514008,1994/03/26,0
1515.TW,力山,上市,電機機械,TW0001515005,1995/02/04,0
1516.TW,川飛,上市,其他業,TW0001516003,1995/04/01,0
1517.TW,利奇,上市,電機機械,TW0001517001,1995/11/14,0
1519.TW,華城,上市,電機機械,TW0001519007,1997/04/16,0
1521.TW,大億,上市,汽車工業,TW0001521003,1997/10/06,0
1522.TW,堤維西,上市,汽車工業,TW0001522001,1997/10/06,0
1524.TW,耿鼎,上市,汽車工業,TW0001524007,1998/10/30,0
1525.TW,江申,上市,汽車工業,TW0001525004,1999/05/15,0
1526.TW,日馳,上市,電機機械,TW0001526002,2000/03/27,0
1527.TW,鑽全,上市,電機機械,TW0001527000,2000/06/21,0
1528.TW,恩德,上市,電機機械,TW0001528008,2000/09/11,0
1529.TW,樂事綠能,上市,電機機械,TW0001529006,2000/09/11,0
1530.TW,亞崴,上市,電機機械,TW0001530004,2000/09/11,0
1531.TW,高林股,上市,電機機械,TW0001531002,2000/09/11,0
1532.TW,勤美,上市,電機機械,TW0001532000,2000/09/11,0
1533.TW,車王電,上市,汽車工業,TW0001533008,2001/04/06,0
1535.TW,中宇,上市,電機機械,TW0001535003,2001/09/17,0
1536.TW,和大,上市,汽車工業,TW0001536001,2001/09/17,0
1537.TW,廣隆,上市,電機機械,TW0001537009,2002/01/22,0
1538.TW,正峰,上市,電機機械,TW0001538007,2002/08/26,0
1539.TW,巨庭,上市,電機機械,TW0001539005,2002/10/29,0
1540.TW,喬福,上市,電機機械,TW0001540003,2002/08/26,0
1541.TW,錩泰,上市,電機機械,TW0001541001,2003/03/19,0
1558.TW,伸興,上市,電機機械,TW0001558005,2014/12/23,0
1560.TW,中砂,上市,電機機械,TW0001560001,2005/01/31,0
1563.TW,巧新,上市,汽車工業,TW0001563005,2024/05/13,0
1565.TWO,精華,上櫃,生技醫療業,TW0001565000,2004/03/30,0
1568.TW,倉佑,上市,汽車工業,TW0001568004,2014/05/14,0
1569.TWO,濱川,上櫃,電腦及週邊設備業,TW0001569002,2005/07/29,0
1570.TWO,力肯,上櫃,電機機械,TW0001570000,2005/06/30,0
1580.TWO,新麥,上櫃,電機機械,TW0001580009,2007/12/10,0
1582.TW,信錦,上市,電子零組件業,TW0001582005,2009/12/17,0
1583.TW,程泰,上市,電機機械,TW0001583003,2008/01/24,0
1584.TWO,精剛,上櫃,其他業,TW0001584001,2007/11/28,0
1586.TWO,和勤,上櫃,電機機械,TW0001586006,2012/01/09,0
1587.TW,吉茂,上市,汽車工業,TW0001587004,2018/04/16,0
1589.TW,永冠-KY,上市,電機機械,KYG984291065,2012/04/27,0
1590.TW,亞德客-KY,上市,電機機械,KYG014081064,2010/12/13,0
1591.TWO,駿吉-KY,上櫃,電機機械,KYG4782L1023,2012/03/23,0
1593.TWO,祺驊,上櫃,運動休閒,TW0001593002,2012/06/13,0
1594.TWO,日高,興櫃,電機機械,TW0001594000,2010/10/13,1
1595.TWO,川寶,上櫃,半導體業,TW0001595007,2011/10/04,0
1597.TW,直得,上市,電機機械,TW0001597003,2020/12/23,0
1598.TW,岱宇,上市,運動休閒,TW0001598001,2016/09/20,0
1599.TWO,宏佳騰,上櫃,電機機械,TW0001599009,2012/12/25,0
1603.TW,華電,上市,電器電纜,TW0001603009,1968/06/03,0
1604.TW,聲寶,上市,電器電纜,TW0001604007,1970/12/14,0
1605.TW,華新,上市,電器電纜,TW0001605004,1972/11/03,0
1608.TW,華榮,上市,電器電纜,TW0001608008,1988/07/11,0
1609.TW,大亞,上市,電器電纜,TW0001609006,1988/12/12,0
1611.TW,中電,上市,電器電纜,TW0001611002,1990/01/16,0
1612.TW,宏泰,上市,電器電纜,TW0001612000,1993/05/08,0
1614.TW,三洋電,上市,電器電纜,TW0001614006,1997/09/18,0
1615.TW,大山,上市,電器電纜,TW0001615003,2000/03/30,0
1616.TW,億泰,上市,電器電纜,TW0001616001,2000/09/11,0
1617.TW,榮星,上市,電器電纜,TW0001617009,2000/09/11,0
1618.TW,合機,上市,電器電纜,TW0001618007,2000/09/11,0
1623.TW,大東電,上市,電器電纜,TW0001623007,2026/01/22,0
1626.TW,艾美特-KY,上市,電器電纜,KYG0135T1076,2013/03/21,0
1702.TW,南僑,上市,食品工業,TW0001702009,1973/05/30,0
1707.TW,葡萄王,上市,生技醫療業,TW0001707008,1982/12/20,0
1708.TW,東鹼,上市,化學工業,TW0001708006,1986/06/16,0
1709.TW,和益,上市,化學工業,TW0001709004,1986/07/03,0
1710.TW,東聯,上市,化學工業,TW0001710002,1987/10/21,0
1711.TW,永光,上市,化學工業,TW0001711000,1988/12/27,0
1712.TW,興農,上市,化學工業,TW0001712008,1989/12/14,0
1713.TW,國化,上市,化學工業,TW0001713006,1990/01/31,0
1714.TW,和桐,上市,化學工業,TW0001714004,1991/08/30,0
1717.TW,長興,上市,化學工業,TW0001717007,1994/03/31,0
1718.TW,中纖,上市,化學工業,TW0001718005,1963/12/02,0
1720.TW,生達,上市,生技醫療業,TW0001720001,1995/12/12,0
1721.TW,三晃,上市,化學工業,TW0001721009,1996/05/16,0
1722.TW,台肥,上市,化學工業,TW0001722007,1998/03/24,0
1723.TW,中碳,上市,化學工業,TW0001723005,1998/11/27,0
1725.TW,元禎,上市,化學工業,TW0001725000,2000/09/11,0
1726.TW,永記,上市,化學工業,TW0001726008,2000/09/11,0
1727.TW,中華化,上市,化學工業,TW0001727006,2000/09/11,0
1730.TW,花仙子,上市,化學工業,TW0001730000,2001/09/17,0
1731.TW,美吾華,上市,生技醫療業,TW0001731008,2001/09/17,0
1732.TW,毛寶,上市,化學工業,TW0001732006,2001/09/17,0
1733.TW,五鼎,上市,生技醫療業,TW0001733004,2001/09/17,0
1734.TW,杏輝,上市,生技醫療業,TW0001734002,2002/08/26,0
1735.TW,日勝化,上市,化學工業,TW0001735009,2002/08/26,0
1736.TW,喬山,上市,運動休閒,TW0001736007,2003/01/09,0
1737.TW,臺鹽,上市,食品工業,TW0001737005,2003/11/18,0
1742.TWO,台蠟,上櫃,化學工業,TW0001742005,2004/05/14,0
1752.TW,南光,上市,生技醫療業,TW0001752004,2022/01/19,0
1760.TW,寶齡富錦,上市,生技醫療業,TW0001760007,2018/01/23,0
1762.TW,中化生,上市,生技醫療業,TW0001762003,2010/12/20,0
1773.TW,勝一,上市,化學工業,TW0001773000,2009/02/27,0
1776.TW,展宇,上市,化學工業,TW0001776003,2016/05/09,0
1777.TWO,生泰,上櫃,生技醫療業,TW0001777001,2005/10/19,0
1780.TWO,立弘,興櫃,生技醫療業,TW0001780005,2010/04/29,1
1781.TWO,合世,上櫃,生技醫療業,TW0001781003,2004/12/24,0
1783.TW,和康生,上市,生技醫療業,TW0001783009,2013/12/20,0
1784.TWO,訊聯,上櫃,生技醫療業,TW0001784007,2007/07/26,0
1785.TWO,光洋科,上櫃,其他電子業,TW0001785004,2005/01/31,0
1786.TW,科妍,上市,生技醫療業,TW0001786002,2013/11/12,0
1788.TWO,杏昌,上櫃,生技醫療業,TW0001788008,2009/07/20,0
1789.TW,神隆,上市,生技醫療業,TW0001789006,2011/09/29,0
1795.TW,美時,上市,生技醫療業,TW0001795003,2019/12/16,0
1796.TWO,金穎生技,上櫃,食品工業,TW0001796001,2018/01/22,0
1799.TWO,易威,上櫃,生技醫療業,TW0001799005,2008/11/10,0
1802.TW,台玻,上市,玻璃陶瓷,TW0001802007,1973/07/20,0
1805.TW,寶徠,上市,建材營造業,TW0001805000,1989/10/20,0
1806.TW,冠軍,上市,玻璃陶瓷,TW0001806008,1992/09/29,0
1808.TW,潤隆,上市,建材營造業,TW0001808004,1994/10/26,0
1809.TW,中釉,上市,玻璃陶瓷,TW0001809002,1996/04/30,0
1810.TW,和成,上市,玻璃陶瓷,TW0001810000,1991/10/14,0
1813.TWO,寶利徠,上櫃,生技醫療業,TW0001813004,2009/08/04,0
1815.TWO,富喬,上櫃,電子零組件業,TW0001815009,2006/01/23,0
1817.TW,凱撒衛,上市,玻璃陶瓷,TW0001817005,2013/10/24,0
1903.TW,士紙,上市,造紙工業,TW0001903003,1963/12/09,0
1904.TW,正隆,上市,造紙工業,TW0001904001,1971/09/10,0
1905.TW,華紙,上市,造紙工業,TW0001905008,1975/02/07,0
1906.TW,寶隆,上市,造紙工業,TW0001906006,1976/04/26,0
1907.TW,永豐餘,上市,造紙工業,TW0001907004,1977/02/22,0
1909.TW,榮成,上市,造紙工業,TW0001909000,1985/11/19,0
2002.TW,中鋼,上市,鋼鐵工業,TW0002002003,1974/12/26,0
